Region, County Name, District Name, District Number, Charter Status, Eligible For Free Meals Count, Eligible For Free Meals Percent, Eligible For Reduced-Price Meals Count, Eligible For Reduced-Price Meals Percent, Other Economically Disadvantaged Count, Other Economically Disadvantaged Percent, Not Economically Disadvantaged Count, Not Economically Disadvantaged Percent, Total Count
04, HARRIS COUNTY, MEYERPARK CHARTER,101855, OPEN ENROLLMENT CHARTER,256,87.37,20,6.83,0,0,17,5.8,293
06, ROBERTSON COUNTY, HEARNE ISD,198905, TRADITIONAL ISD/CSD,674,88.22,-999,-999,-999,-999,58,7.59,764
05, ORANGE COUNTY, WEST ORANGE-COVE CISD,181906, TRADITIONAL ISD/CSD,2272,88.3,116,4.51,0,0,185,7.19,2573
13, BELL COUNTY, BARTLETT ISD, 014902, TRADITIONAL ISD/CSD,390,88.84,19,4.33,0,0,30,6.83,439
01, HIDALGO COUNTY, PROGRESO ISD,108910, TRADITIONAL ISD/CSD,1290,91.81,-999,-999,-999,-999,-999,-999,1405
11, TARRANT COUNTY, EVERMAN ISD,220904, TRADITIONAL ISD/CSD,4814,93.68,0,0,0,0,325,6.32,5139
04, HARRIS COUNTY, THE LAWSON ACADEMY,101864, OPEN ENROLLMENT CHARTER,184,94.36,0,0,0,0,11,5.64,195
04, HARRIS COUNTY, ETOILE ACADEMY CHARTER SCHOOL,101872, OPEN ENROLLMENT CHARTER,764,94.79,27,3.35,0,0,15,1.86,806
10, DALLAS COUNTY, GATEWAY CHARTER ACADEMY, 057831, OPEN ENROLLMENT CHARTER,594,98.02,12,1.98,0,0,0,0,606
10, DALLAS COUNTY, ACADEMY FOR ACADEMIC EXCELLENCE, 057814, OPEN ENROLLMENT CHARTER,343,100,0,0,0,0,0,0,343
20, BEXAR COUNTY, GEORGE GERVIN ACADEMY, 015802, OPEN ENROLLMENT CHARTER,879,100,0,0,0,0,0,0,879
06, WALKER COUNTY, RAVEN SCHOOL,236801, OPEN ENROLLMENT CHARTER,36,100,0,0,0,0,0,0,36
15, COLEMAN COUNTY, SANTA ANNA ISD, 042903, TRADITIONAL ISD/CSD,253,100,0,0,0,0,0,0,253
