Region, County Name, District Name, District Number, Charter Status, Eligible For Free Meals Count, Eligible For Free Meals Percent, Eligible For Reduced-Price Meals Count, Eligible For Reduced-Price Meals Percent, Other Economically Disadvantaged Count, Other Economically Disadvantaged Percent, Not Economically Disadvantaged Count, Not Economically Disadvantaged Percent, Total Count
15, TOM GREEN COUNTY, WATER VALLEY ISD,226905, TRADITIONAL ISD/CSD,115,36.05,30,9.4,0,0,174,54.55,319
11, DENTON COUNTY, LAKE DALLAS ISD, 061912, TRADITIONAL ISD/CSD,1379,36.18,256,6.72,0,0,2176,57.1,3811
10, DALLAS COUNTY, PIONEER TECHNOLOGY & ARTS ACADEMY, 057850, OPEN ENROLLMENT CHARTER,942,36.19,-999,-999,-999,-999,1474,56.63,2603
20, BEXAR COUNTY, NORTHSIDE ISD, 015915, TRADITIONAL ISD/CSD,36657,36.26,4359,4.31,11783,11.66,48296,47.77,101095
10, ROCKWALL COUNTY, ROYSE CITY ISD,199902, TRADITIONAL ISD/CSD,3405,36.34,651,6.95,18,0.19,5297,56.53,9371
11, WISE COUNTY, ALVORD ISD,249901, TRADITIONAL ISD/CSD,309,36.35,54,6.35,0,0,487,57.29,850
20, GUADALUPE COUNTY, MARION ISD, 094904, TRADITIONAL ISD/CSD,571,36.37,86,5.48,0,0,913,58.15,1570
12, HILL COUNTY, BYNUM ISD,109902, TRADITIONAL ISD/CSD,67,36.41,-999,-999,-999,-999,89,48.37,184
06, GRIMES COUNTY, ANDERSON-SHIRO CISD, 093901, TRADITIONAL ISD/CSD,352,36.44,-999,-999,-999,-999,547,56.63,966
08, HOPKINS COUNTY, CUMBY COLLEGIATE ISD,112905, TRADITIONAL ISD/CSD,164,36.44,-999,-999,-999,-999,226,50.22,450
07, GREGG COUNTY, WHITE OAK ISD, 092908, TRADITIONAL ISD/CSD,516,36.47,-999,-999,-999,-999,815,57.6,1415
10, KAUFMAN COUNTY, SCURRY-ROSSER ISD,129910, TRADITIONAL ISD/CSD,383,36.62,29,2.77,161,15.39,473,45.22,1046
06, BRAZOS COUNTY, COLLEGE STATION ISD, 021901, TRADITIONAL ISD/CSD,5277,36.73,704,4.9,0,0,8385,58.37,14366
10, GRAYSON COUNTY, WHITESBORO ISD, 091909, TRADITIONAL ISD/CSD,653,36.83,0,0,392,22.11,728,41.06,1773
15, TOM GREEN COUNTY, VERIBEST ISD,226908, TRADITIONAL ISD/CSD,94,36.86,25,9.8,0,0,136,53.33,255
14, SCURRY COUNTY, HERMLEIGH ISD,208901, TRADITIONAL ISD/CSD,96,36.92,14,5.38,0,0,150,57.69,260
15, BROWN COUNTY, EARLY ISD, 025909, TRADITIONAL ISD/CSD,410,36.97,93,8.39,0,0,606,54.64,1109
09, WICHITA COUNTY, IOWA PARK CISD,243903, TRADITIONAL ISD/CSD,717,37,-999,-999,-999,-999,1095,56.5,1938
17, HOCKLEY COUNTY, SUNDOWN ISD,110907, TRADITIONAL ISD/CSD,204,37.02,31,5.63,20,3.63,296,53.72,551
05, HARDIN COUNTY, HARDIN-JEFFERSON ISD,100905, TRADITIONAL ISD/CSD,1021,37.07,115,4.18,0,0,1618,58.75,2754
08, BOWIE COUNTY, MALTA ISD, 019910, TRADITIONAL ISD/CSD,79,37.26,30,14.15,0,0,103,48.58,212
11, PARKER COUNTY, MILLSAP ISD,184904, TRADITIONAL ISD/CSD,410,37.27,-999,-999,-999,-999,618,56.18,1100
09, MONTAGUE COUNTY, SAINT JO ISD,169911, TRADITIONAL ISD/CSD,129,37.28,16,4.62,0,0,201,58.09,346
20, GUADALUPE COUNTY, NAVARRO ISD, 094903, TRADITIONAL ISD/CSD,910,37.33,139,5.7,0,0,1389,56.97,2438
06, ROBERTSON COUNTY, FRANKLIN ISD,198903, TRADITIONAL ISD/CSD,520,37.49,54,3.89,0,0,813,58.62,1387
10, GRAYSON COUNTY, COLLINSVILLE ISD, 091902, TRADITIONAL ISD/CSD,216,37.63,19,3.31,78,13.59,261,45.47,574
13, FAYETTE COUNTY, LA GRANGE ISD, 075902, TRADITIONAL ISD/CSD,727,37.75,70,3.63,305,15.84,824,42.78,1926
07, NACOGDOCHES COUNTY, DOUGLASS ISD,174911, TRADITIONAL ISD/CSD,161,37.79,-999,-999,-999,-999,239,56.1,426
12, MILLS COUNTY, GOLDTHWAITE ISD,167901, TRADITIONAL ISD/CSD,203,38.09,-999,-999,-999,-999,290,54.41,533
09, CLAY COUNTY, BELLEVUE ISD, 039904, TRADITIONAL ISD/CSD,69,38.12,13,7.18,0,0,99,54.7,181
15, MASON COUNTY, MASON ISD,157901, TRADITIONAL ISD/CSD,269,38.16,38,5.39,0,0,398,56.45,705
06, MILAM COUNTY, MILANO ISD,166903, TRADITIONAL ISD/CSD,158,38.44,52,12.65,0,0,201,48.91,411
06, MONTGOMERY COUNTY, CONROE ISD,170902, TRADITIONAL ISD/CSD,27818,38.45,4250,5.87,15,0.02,40269,55.66,72352
14, JONES COUNTY, HAWLEY ISD,127904, TRADITIONAL ISD/CSD,322,38.61,23,2.76,50,6,439,52.64,834
03, WHARTON COUNTY, EAST BERNARD ISD,241902, TRADITIONAL ISD/CSD,387,38.62,27,2.69,0,0,588,58.68,1002
11, WISE COUNTY, DECATUR ISD,249905, TRADITIONAL ISD/CSD,1474,38.68,-999,-999,-999,-999,2156,56.57,3811
10, FANNIN COUNTY, TRENTON ISD, 074912, TRADITIONAL ISD/CSD,271,38.71,-999,-999,-999,-999,394,56.29,700
19, EL PASO COUNTY, VISTA DEL FUTURO CHARTER SCHOOL, 071809, OPEN ENROLLMENT CHARTER,131,38.76,-999,-999,-999,-999,170,50.3,338
04, HARRIS COUNTY, SPRING BRANCH ISD,101920, TRADITIONAL ISD/CSD,12965,38.81,1026,3.07,4929,14.75,14487,43.37,33407
08, TITUS COUNTY, CHAPEL HILL ISD,225906, TRADITIONAL ISD/CSD,380,38.85,94,9.61,0,0,504,51.53,978
10, DALLAS COUNTY, DALLAS ISD, 057905, TRADITIONAL ISD/CSD,54140,38.88,3476,2.5,63800,45.82,17830,12.8,139246
16, DEAF SMITH COUNTY, WALCOTT ISD, 059902, TRADITIONAL ISD/CSD,56,38.89,14,9.72,0,0,74,51.39,144
13, TRAVIS COUNTY, MONTESSORI FOR ALL,227826, OPEN ENROLLMENT CHARTER,186,38.91,49,10.25,0,0,243,50.84,478
20, BEXAR COUNTY, NORTH EAST ISD, 015910, TRADITIONAL ISD/CSD,22352,38.96,1450,2.53,5914,10.31,27658,48.21,57374
17, HALE COUNTY, ABERNATHY ISD, 095901, TRADITIONAL ISD/CSD,317,39.04,-999,-999,-999,-999,403,49.63,812
07, GREGG COUNTY, SPRING HILL ISD, 092907, TRADITIONAL ISD/CSD,778,39.15,94,4.73,0,0,1115,56.11,1987
07, UPSHUR COUNTY, NEW DIANA ISD,230906, TRADITIONAL ISD/CSD,456,39.18,61,5.24,0,0,647,55.58,1164
08, HOPKINS COUNTY, NORTH HOPKINS ISD,112906, TRADITIONAL ISD/CSD,198,39.21,24,4.75,90,17.82,193,38.22,505
19, EL PASO COUNTY, EL PASO ISD, 071902, TRADITIONAL ISD/CSD,19292,39.26,903,1.84,16725,34.04,12219,24.87,49139
03, GOLIAD COUNTY, GOLIAD ISD, 088902, TRADITIONAL ISD/CSD,503,39.3,70,5.47,43,3.36,664,51.88,1280
13, TRAVIS COUNTY, PFLUGERVILLE ISD,227904, TRADITIONAL ISD/CSD,9958,39.36,1629,6.44,882,3.49,12828,50.71,25297
11, PARKER COUNTY, GARNER ISD,184911, TRADITIONAL ISD/CSD,144,39.45,13,3.56,0,0,208,56.99,365
13, TRAVIS COUNTY, HARMONY PUBLIC SCHOOLS - CENTRAL TEXAS,227816, OPEN ENROLLMENT CHARTER,1781,39.5,256,5.68,730,16.19,1742,38.63,4509
13, HAYS COUNTY, HAYS CISD,105906, TRADITIONAL ISD/CSD,9214,39.52,1609,6.9,541,2.32,11949,51.25,23313
10, KAUFMAN COUNTY, FORNEY ISD,129902, TRADITIONAL ISD/CSD,6725,39.55,1078,6.34,0,0,9199,54.11,17002
12, HILL COUNTY, AQUILLA ISD,109912, TRADITIONAL ISD/CSD,127,39.56,16,4.98,0,0,178,55.45,321
07, PANOLA COUNTY, BECKVILLE ISD,183901, TRADITIONAL ISD/CSD,277,39.57,16,2.29,0,0,407,58.14,700
12, BELL COUNTY, ROGERS ISD, 014907, TRADITIONAL ISD/CSD,347,39.66,21,2.4,65,7.43,442,50.51,875
03, LAVACA COUNTY, MOULTON ISD,143902, TRADITIONAL ISD/CSD,117,39.93,-999,-999,-999,-999,158,53.92,293
11, DENTON COUNTY, SANGER ISD, 061908, TRADITIONAL ISD/CSD,1122,39.93,193,6.87,0,0,1495,53.2,2810
03, DEWITT COUNTY, YORKTOWN ISD, 062904, TRADITIONAL ISD/CSD,216,39.93,17,3.14,78,14.42,230,42.51,541
13, MILAM COUNTY, THORNDALE ISD,166905, TRADITIONAL ISD/CSD,239,39.97,58,9.7,0,0,301,50.33,598
11, JOHNSON COUNTY, GODLEY ISD,126911, TRADITIONAL ISD/CSD,1202,40.04,-999,-999,-999,-999,1592,53.03,3002
10, GRAYSON COUNTY, WHITEWRIGHT ISD, 091910, TRADITIONAL ISD/CSD,318,40.05,50,6.3,0,0,426,53.65,794
05, JASPER COUNTY, EVADALE ISD,121906, TRADITIONAL ISD/CSD,154,40.1,17,4.43,0,0,213,55.47,384
11, DENTON COUNTY, LITTLE ELM ISD, 061914, TRADITIONAL ISD/CSD,3300,40.19,-999,-999,-999,-999,4159,50.65,8211
04, BRAZORIA COUNTY, DAMON ISD, 020910, TRADITIONAL ISD/CSD,41,40.2,-999,-999,-999,-999,28,27.45,102
02, SAN PATRICIO COUNTY, GREGORY-PORTLAND ISD,205902, TRADITIONAL ISD/CSD,2002,40.34,125,2.52,525,10.58,2311,46.56,4963
10, GRAYSON COUNTY, TOM BEAN ISD, 091918, TRADITIONAL ISD/CSD,264,40.37,-999,-999,-999,-999,333,50.92,654
07, SMITH COUNTY, LINDALE ISD,212903, TRADITIONAL ISD/CSD,1840,40.42,294,6.46,26,0.57,2392,52.55,4552
20, UVALDE COUNTY, KNIPPA ISD,232901, TRADITIONAL ISD/CSD,161,40.45,14,3.52,0,0,223,56.03,398
16, LIPSCOMB COUNTY, FOLLETT ISD,148902, TRADITIONAL ISD/CSD,70,40.46,13,7.51,0,0,90,52.02,173
10, FANNIN COUNTY, ECTOR ISD, 074905, TRADITIONAL ISD/CSD,102,40.48,-999,-999,-999,-999,110,43.65,252
15, VAL VERDE COUNTY, COMSTOCK ISD,233903, TRADITIONAL ISD/CSD,81,40.5,17,8.5,0,0,102,51,200
12, HILL COUNTY, PENELOPE ISD,109914, TRADITIONAL ISD/CSD,86,40.57,18,8.49,0,0,108,50.94,212
11, PALO PINTO COUNTY, GRAFORD ISD,182902, TRADITIONAL ISD/CSD,134,40.61,-999,-999,-999,-999,167,50.61,330
12, CORYELL COUNTY, OGLESBY ISD, 050904, TRADITIONAL ISD/CSD,83,40.69,-999,-999,-999,-999,88,43.14,204
04, FORT BEND COUNTY, FORT BEND ISD, 079907, TRADITIONAL ISD/CSD,32718,40.79,4154,5.18,2857,3.56,40477,50.47,80206
05, ORANGE COUNTY, BRIDGE CITY ISD,181901, TRADITIONAL ISD/CSD,1320,40.8,-999,-999,-999,-999,1805,55.8,3235
13, BLANCO COUNTY, BLANCO ISD, 016902, TRADITIONAL ISD/CSD,451,40.81,54,4.89,0,0,600,54.3,1105
06, AUSTIN COUNTY, BELLVILLE ISD, 008901, TRADITIONAL ISD/CSD,934,40.91,107,4.69,0,0,1242,54.4,2283
10, FANNIN COUNTY, SAM RAYBURN ISD, 074917, TRADITIONAL ISD/CSD,198,40.91,40,8.26,0,0,246,50.83,484
11, WISE COUNTY, BOYD ISD,249902, TRADITIONAL ISD/CSD,530,40.99,99,7.66,0,0,664,51.35,1293
15, CROCKETT COUNTY, CROCKETT COUNTY CONSOLIDATED CSD, 053001, TRADITIONAL ISD/CSD,267,41.01,14,2.15,167,25.65,203,31.18,651
05, JEFFERSON COUNTY, HAMSHIRE-FANNETT ISD,123914, TRADITIONAL ISD/CSD,840,41.02,47,2.29,81,3.96,1080,52.73,2048
06, HOUSTON COUNTY, LOVELADY ISD,113903, TRADITIONAL ISD/CSD,220,41.04,-999,-999,-999,-999,286,53.36,536
11, COOKE COUNTY, CALLISBURG ISD, 049905, TRADITIONAL ISD/CSD,489,41.06,-999,-999,-999,-999,626,52.56,1191
17, DAWSON COUNTY, SANDS CISD, 058909, TRADITIONAL ISD/CSD,101,41.06,-999,-999,-999,-999,-999,-999,246
12, MCLENNAN COUNTY, RIESEL ISD,161912, TRADITIONAL ISD/CSD,268,41.1,-999,-999,-999,-999,342,52.45,652
10, VAN ZANDT COUNTY, CANTON ISD,234902, TRADITIONAL ISD/CSD,974,41.15,-999,-999,-999,-999,1214,51.29,2367
07, RAINS COUNTY, RAINS ISD,190903, TRADITIONAL ISD/CSD,717,41.25,13,0.75,326,18.76,682,39.24,1738
17, GAINES COUNTY, LOOP ISD, 083902, TRADITIONAL ISD/CSD,59,41.26,0,0,24,16.78,60,41.96,143
14, CALLAHAN COUNTY, CLYDE CISD, 030902, TRADITIONAL ISD/CSD,582,41.34,-999,-999,-999,-999,736,52.27,1408
20, KERR COUNTY, HUNT ISD,133902, TRADITIONAL ISD/CSD,83,41.5,15,7.5,0,0,102,51,200
10, COLLIN COUNTY, ANNA ISD, 043902, TRADITIONAL ISD/CSD,2281,41.7,-999,-999,-999,-999,2589,47.33,5470
07, SMITH COUNTY, CUMBERLAND ACADEMY,212801, OPEN ENROLLMENT CHARTER,849,41.72,91,4.47,134,6.58,961,47.22,2035
16, CARSON COUNTY, WHITE DEER ISD, 033904, TRADITIONAL ISD/CSD,131,41.72,32,10.19,0,0,151,48.09,314
09, MONTAGUE COUNTY, BOWIE ISD,169901, TRADITIONAL ISD/CSD,655,41.8,42,2.68,101,6.45,769,49.07,1567
11, PARKER COUNTY, SPRINGTOWN ISD,184902, TRADITIONAL ISD/CSD,1745,41.84,231,5.54,68,1.63,2127,50.99,4171
20, BEXAR COUNTY, LEGACY TRADITIONAL SCHOOLS - TEXAS, 015806, OPEN ENROLLMENT CHARTER,734,41.85,143,8.15,28,1.6,849,48.4,1754
06, WALKER COUNTY, NEW WAVERLY ISD,236901, TRADITIONAL ISD/CSD,447,41.93,42,3.94,65,6.1,512,48.03,1066
15, RUNNELS COUNTY, BALLINGER ISD,200901, TRADITIONAL ISD/CSD,335,41.93,45,5.63,120,15.02,299,37.42,799
12, LAMPASAS COUNTY, LAMPASAS ISD,141901, TRADITIONAL ISD/CSD,1493,41.94,-999,-999,-999,-999,1775,49.86,3560
17, LUBBOCK COUNTY, FRENSHIP ISD,152907, TRADITIONAL ISD/CSD,4859,41.96,647,5.59,309,2.67,5766,49.79,11581
08, BOWIE COUNTY, REDWATER ISD, 019906, TRADITIONAL ISD/CSD,467,42.11,96,8.66,31,2.8,515,46.44,1109
15, BROWN COUNTY, MAY ISD, 025905, TRADITIONAL ISD/CSD,112,42.11,-999,-999,-999,-999,119,44.74,266
02, JIM WELLS COUNTY, LA GLORIA ISD,125906, TRADITIONAL ISD/CSD,48,42.11,-999,-999,-999,-999,-999,-999,114
10, DALLAS COUNTY, NOVA ACADEMY SOUTHEAST, 057827, OPEN ENROLLMENT CHARTER,154,42.19,40,10.96,138,37.81,33,9.04,365
15, STERLING COUNTY, STERLING CITY ISD,216901, TRADITIONAL ISD/CSD,152,42.22,12,3.33,0,0,196,54.44,360
07, SHELBY COUNTY, SHELBYVILLE ISD,210903, TRADITIONAL ISD/CSD,362,42.24,-999,-999,108,12.6,371,43.29,857
06, AUSTIN COUNTY, SEALY ISD, 008902, TRADITIONAL ISD/CSD,1268,42.24,91,3.03,571,19.02,1072,35.71,3002
07, SMITH COUNTY, WHITEHOUSE ISD,212906, TRADITIONAL ISD/CSD,2039,42.25,342,7.09,0,0,2445,50.66,4826
16, HEMPHILL COUNTY, CANADIAN ISD,106901, TRADITIONAL ISD/CSD,336,42.26,59,7.42,0,0,400,50.31,795
07, ANDERSON COUNTY, CAYUGA ISD, 001902, TRADITIONAL ISD/CSD,249,42.28,46,7.81,0,0,294,49.92,589
02, NUECES COUNTY, BISHOP CISD,178902, TRADITIONAL ISD/CSD,576,42.29,29,2.13,271,19.9,486,35.68,1362
14, FISHER COUNTY, ROBY CISD, 076903, TRADITIONAL ISD/CSD,130,42.35,27,8.79,0,0,150,48.86,307
17, LUBBOCK COUNTY, NEW DEAL ISD,152902, TRADITIONAL ISD/CSD,324,42.35,-999,-999,-999,-999,234,30.59,765
02, NUECES COUNTY, FLOUR BLUFF ISD,178914, TRADITIONAL ISD/CSD,2404,42.44,284,5.01,45,0.79,2932,51.76,5665
09, CLAY COUNTY, HENRIETTA ISD, 039902, TRADITIONAL ISD/CSD,406,42.56,89,9.33,0,0,459,48.11,954
18, PECOS COUNTY, IRAAN-SHEFFIELD COLLEGIATE ISD,186903, TRADITIONAL ISD/CSD,148,42.65,17,4.9,37,10.66,145,41.79,347
09, ARCHER COUNTY, ARCHER CITY ISD, 005901, TRADITIONAL ISD/CSD,214,42.71,38,7.58,0,0,249,49.7,501
06, MONTGOMERY COUNTY, MAGNOLIA ISD,170906, TRADITIONAL ISD/CSD,6181,42.72,-999,-999,-999,-999,7446,51.47,14468
04, HARRIS COUNTY, DEER PARK ISD,101908, TRADITIONAL ISD/CSD,5178,42.72,700,5.77,23,0.19,6221,51.32,12122
10, ELLIS COUNTY, WAXAHACHIE ISD, 070912, TRADITIONAL ISD/CSD,4723,42.73,-999,-999,-999,-999,5389,48.76,11052
20, KENDALL COUNTY, COMFORT ISD,130902, TRADITIONAL ISD/CSD,466,42.75,31,2.84,85,7.8,508,46.61,1090
11, TARRANT COUNTY, MANSFIELD ISD,220908, TRADITIONAL ISD/CSD,15361,42.85,2562,7.15,0,0,17928,50.01,35851
12, MCLENNAN COUNTY, AXTELL ISD,161918, TRADITIONAL ISD/CSD,363,42.96,92,10.89,0,0,390,46.15,845
11, DENTON COUNTY, DENTON ISD, 061901, TRADITIONAL ISD/CSD,14152,43.06,-999,-999,-999,-999,16255,49.46,32866
05, ORANGE COUNTY, LITTLE CYPRESS-MAURICEVILLE CISD,181908, TRADITIONAL ISD/CSD,1397,43.1,53,1.64,577,17.8,1214,37.46,3241
09, BAYLOR COUNTY, SEYMOUR ISD, 012901, TRADITIONAL ISD/CSD,273,43.13,20,3.16,84,13.27,256,40.44,633
04, FORT BEND COUNTY, NEEDVILLE ISD, 079906, TRADITIONAL ISD/CSD,1553,43.16,-999,-999,-999,-999,1921,53.39,3598
11, JOHNSON COUNTY, JOSHUA ISD,126905, TRADITIONAL ISD/CSD,2599,43.17,400,6.64,0,0,3021,50.18,6020
07, VAN ZANDT COUNTY, RANCH ACADEMY,234801, OPEN ENROLLMENT CHARTER,32,43.24,-999,-999,-999,-999,23,31.08,74
14, EASTLAND COUNTY, EASTLAND ISD, 067903, TRADITIONAL ISD/CSD,462,43.3,43,4.03,158,14.81,404,37.86,1067
20, WILSON COUNTY, STOCKDALE ISD,247906, TRADITIONAL ISD/CSD,374,43.39,-999,-999,-999,-999,435,50.46,862
03, MATAGORDA COUNTY, TIDEHAVEN ISD,158902, TRADITIONAL ISD/CSD,447,43.44,-999,-999,-999,-999,387,37.61,1029
05, JEFFERSON COUNTY, PORT NECHES-GROVES ISD,123908, TRADITIONAL ISD/CSD,2331,43.46,-999,-999,-999,-999,2828,52.72,5364
17, YOAKUM COUNTY, PLAINS ISD,251902, TRADITIONAL ISD/CSD,183,43.47,-999,-999,-999,-999,169,40.14,421
16, BRISCOE COUNTY, SILVERTON ISD, 023902, TRADITIONAL ISD/CSD,97,43.5,27,12.11,0,0,99,44.39,223
13, WILLIAMSON COUNTY, FLORENCE ISD,246902, TRADITIONAL ISD/CSD,502,43.54,55,4.77,196,17,400,34.69,1153
20, KERR COUNTY, INGRAM ISD,133904, TRADITIONAL ISD/CSD,566,43.54,0,0,294,22.62,440,33.85,1300
14, TAYLOR COUNTY, MERKEL ISD,221904, TRADITIONAL ISD/CSD,491,43.57,51,4.53,40,3.55,545,48.36,1127
09, WICHITA COUNTY, BURKBURNETT ISD,243901, TRADITIONAL ISD/CSD,1427,43.68,353,10.81,0,0,1487,45.52,3267
06, LEON COUNTY, LEON ISD,145911, TRADITIONAL ISD/CSD,328,43.68,-999,-999,-999,-999,303,40.35,751
13, BURNET COUNTY, BURNET CISD, 027903, TRADITIONAL ISD/CSD,1437,43.74,192,5.84,404,12.3,1252,38.11,3285
17, MOTLEY COUNTY, MOTLEY COUNTY ISD,173901, TRADITIONAL ISD/CSD,70,43.75,-999,-999,-999,-999,63,39.38,160
14, EASTLAND COUNTY, CISCO ISD, 067902, TRADITIONAL ISD/CSD,361,43.76,22,2.67,66,8,376,45.58,825
02, NUECES COUNTY, TULOSO-MIDWAY ISD,178912, TRADITIONAL ISD/CSD,1591,43.76,121,3.33,589,16.2,1335,36.72,3636
16, PARMER COUNTY, FRIONA ISD,185903, TRADITIONAL ISD/CSD,447,43.82,36,3.53,291,28.53,246,24.12,1020
08, HOPKINS COUNTY, SULPHUR BLUFF ISD,112910, TRADITIONAL ISD/CSD,100,43.86,36,15.79,0,0,92,40.35,228
08, CASS COUNTY, HUGHES SPRINGS ISD, 034903, TRADITIONAL ISD/CSD,491,43.96,34,3.04,105,9.4,487,43.6,1117
13, LLANO COUNTY, LLANO ISD,150901, TRADITIONAL ISD/CSD,854,43.98,85,4.38,432,22.25,571,29.4,1942
04, GALVESTON COUNTY, SANTA FE ISD, 084909, TRADITIONAL ISD/CSD,1936,44.03,254,5.78,112,2.55,2095,47.65,4397
11, PARKER COUNTY, WEATHERFORD ISD,184903, TRADITIONAL ISD/CSD,3617,44.09,-999,-999,-999,-999,4108,50.08,8203
11, DENTON COUNTY, NORTH TEXAS COLLEGIATE ACADEMY, 061802, OPEN ENROLLMENT CHARTER,337,44.11,38,4.97,334,43.72,55,7.2,764
18, ANDREWS COUNTY, ANDREWS ISD, 002901, TRADITIONAL ISD/CSD,1886,44.18,214,5.01,12,0.28,2157,50.53,4269
16, HUTCHINSON COUNTY, SANFORD-FRITCH ISD,117903, TRADITIONAL ISD/CSD,319,44.24,67,9.29,0,0,335,46.46,721
18, BREWSTER COUNTY, ALPINE ISD, 022901, TRADITIONAL ISD/CSD,408,44.44,59,6.43,0,0,451,49.13,918
12, HAMILTON COUNTY, HAMILTON ISD, 097902, TRADITIONAL ISD/CSD,381,44.56,-999,-999,-999,-999,371,43.39,855
05, JEFFERSON COUNTY, NEDERLAND ISD,123905, TRADITIONAL ISD/CSD,2353,44.57,-999,-999,-999,-999,2639,49.99,5279
08, CASS COUNTY, MCLEOD ISD, 034906, TRADITIONAL ISD/CSD,191,44.63,-999,-999,-999,-999,195,45.56,428
12, BELL COUNTY, TROY ISD, 014910, TRADITIONAL ISD/CSD,762,44.67,122,7.15,21,1.23,801,46.95,1706
10, GRAYSON COUNTY, HOWE ISD, 091905, TRADITIONAL ISD/CSD,573,44.7,98,7.64,11,0.86,600,46.8,1282
16, SHERMAN COUNTY, TEXHOMA ISD,211901, TRADITIONAL ISD/CSD,72,44.72,33,20.5,0,0,56,34.78,161
07, VAN ZANDT COUNTY, MARTINS MILL ISD,234905, TRADITIONAL ISD/CSD,217,44.74,35,7.22,0,0,233,48.04,485
07, HARRISON COUNTY, ELYSIAN FIELDS ISD,102906, TRADITIONAL ISD/CSD,357,44.79,46,5.77,0,0,394,49.44,797
12, BOSQUE COUNTY, VALLEY MILLS ISD, 018904, TRADITIONAL ISD/CSD,305,44.79,54,7.93,0,0,322,47.28,681
10, ELLIS COUNTY, ENNIS ISD, 070903, TRADITIONAL ISD/CSD,2903,44.9,209,3.23,1675,25.9,1679,25.97,6466
11, TARRANT COUNTY, AZLE ISD,220915, TRADITIONAL ISD/CSD,3243,44.93,-999,-999,-999,-999,3521,48.78,7218
17, HOCKLEY COUNTY, SMYER ISD,110906, TRADITIONAL ISD/CSD,195,44.93,-999,-999,-999,-999,191,44.01,434
10, HUNT COUNTY, LONE OAK ISD,116906, TRADITIONAL ISD/CSD,515,44.94,72,6.28,0,0,559,48.78,1146
10, DALLAS COUNTY, MANARA ACADEMY, 057844, OPEN ENROLLMENT CHARTER,270,45,29,4.83,129,21.5,172,28.67,600
04, HARRIS COUNTY, HUMBLE ISD,101913, TRADITIONAL ISD/CSD,21877,45.06,2931,6.04,44,0.09,23700,48.81,48552
13, FAYETTE COUNTY, FLATONIA ISD, 075901, TRADITIONAL ISD/CSD,297,45.07,34,5.16,0,0,328,49.77,659
18, PECOS COUNTY, BUENA VISTA ISD,186901, TRADITIONAL ISD/CSD,115,45.1,17,6.67,18,7.06,105,41.18,255
07, SMITH COUNTY, TROUP ISD,212904, TRADITIONAL ISD/CSD,485,45.12,50,4.65,0,0,540,50.23,1075
20, MEDINA COUNTY, MEDINA VALLEY ISD,163908, TRADITIONAL ISD/CSD,3927,45.14,-999,-999,-999,-999,4032,46.34,8700
05, JASPER COUNTY, BUNA ISD,121903, TRADITIONAL ISD/CSD,660,45.21,44,3.01,0,0,756,51.78,1460
14, STONEWALL COUNTY, ASPERMONT ISD,217901, TRADITIONAL ISD/CSD,87,45.31,-999,-999,-999,-999,89,46.35,192
12, HAMILTON COUNTY, HICO ISD, 097903, TRADITIONAL ISD/CSD,292,45.41,-999,-999,-999,-999,306,47.59,643
17, LAMB COUNTY, SUDAN ISD,140908, TRADITIONAL ISD/CSD,212,45.49,10,2.15,33,7.08,211,45.28,466
17, TERRY COUNTY, WELLMAN-UNION CISD,223904, TRADITIONAL ISD/CSD,127,45.52,21,7.53,0,0,131,46.95,279
13, BASTROP COUNTY, MCDADE ISD, 011905, TRADITIONAL ISD/CSD,164,45.56,-999,-999,-999,-999,163,45.28,360
10, DALLAS COUNTY, RICHARDSON ISD, 057916, TRADITIONAL ISD/CSD,16913,45.61,1530,4.13,2146,5.79,16496,44.48,37085
11, TARRANT COUNTY, EAGLE MT-SAGINAW ISD,220918, TRADITIONAL ISD/CSD,10705,45.63,1689,7.2,37,0.16,11031,47.02,23462
12, HILL COUNTY, HUBBARD ISD,109905, TRADITIONAL ISD/CSD,197,45.81,19,4.42,44,10.23,170,39.53,430
03, CALHOUN COUNTY, CALHOUN COUNTY ISD, 029901, TRADITIONAL ISD/CSD,1621,45.88,535,15.14,192,5.43,1185,33.54,3533
10, DALLAS COUNTY, EDUCATION CENTER INTERNATIONAL ACADEMY, 057833, OPEN ENROLLMENT CHARTER,201,45.89,79,18.04,0,0,158,36.07,438
13, GILLESPIE COUNTY, FREDERICKSBURG ISD, 086901, TRADITIONAL ISD/CSD,1379,45.89,286,9.52,196,6.52,1144,38.07,3005
01, CAMERON COUNTY, LA FERIA ISD, 031905, TRADITIONAL ISD/CSD,1323,45.91,63,2.19,1096,38.03,400,13.88,2882
11, DENTON COUNTY, PILOT POINT ISD, 061903, TRADITIONAL ISD/CSD,713,45.97,-999,-999,-999,-999,757,48.81,1551
07, GREGG COUNTY, SABINE ISD, 092906, TRADITIONAL ISD/CSD,727,46.01,96,6.08,0,0,757,47.91,1580
03, REFUGIO COUNTY, AUSTWELL-TIVOLI ISD,196901, TRADITIONAL ISD/CSD,64,46.04,-999,-999,-999,-999,60,43.17,139
15, BROWN COUNTY, ZEPHYR ISD, 025906, TRADITIONAL ISD/CSD,100,46.08,22,10.14,0,0,95,43.78,217
13, TRAVIS COUNTY, MANOR ISD,227907, TRADITIONAL ISD/CSD,4452,46.1,422,4.37,1703,17.63,3081,31.9,9658
